Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","50","Cyprus","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","34","S","Standardized data"
"FBS","Food Balances (2010-)","50","Cyprus","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","91","Fc","Calculated data"
"FBS","Food Balances (2010-)","50","Cyprus","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","9.64","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","5511","Production","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","167","Czechia","5611","Import Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","167","Czechia","5911","Export Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","167","Czechia","5301","Domestic supply quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","167","Czechia","664","Food supply (kcal/capita/day)","2901","Grand Total","2018","2018","kcal/capita/day","3271","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2018","2018","g/capita/day","86.4","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","5511","Production","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","167","Czechia","5611","Import Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","167","Czechia","5911","Export Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","167","Czechia","5301","Domestic supply quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","167","Czechia","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","922","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","52.11","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","169","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","167","Czechia","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","121","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","167","Czechia","5911","Export Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","26","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","167","Czechia","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","252","S","Standardized data"
"FBS","Food Balances (2010-)","167","Czechia","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","83","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","7.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","51","Czechoslovakia","5511","Production","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","5611","Import Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","5911","Export Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","5301","Domestic supply quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","664","Food supply (kcal/capita/day)","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","5511","Production","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","5611","Import Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","5911","Export Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","5301","Domestic supply quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","5511","Production","2734","Poultry Meat","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","5611","Import Quantity","2734","Poultry Meat","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","5911","Export Quantity","2734","Poultry Meat","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","","","",""
"FBS","Food Balances (2010-)","51","Czechoslovakia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","","","",""
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5511","Production","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5611","Import Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5911","Export Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5301","Domestic supply quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","2901","Grand Total","2018","2018","kcal/capita/day","2029","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2018","2018","g/capita/day","53.92","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5511","Production","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5611","Import Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5911","Export Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5301","Domestic supply quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","134","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","10.3","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","42","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5911","Export Quantity","2734","Poultry Meat","2018","2018","","","",""
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","40","S","Standardized data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5511","Production","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5611","Import Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5911","Export Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5301","Domestic supply quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","2901","Grand Total","2018","2018","kcal/capita/day","1925","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2018","2018","g/capita/day","26.05","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5511","Production","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5611","Import Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5911","Export Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5301","Domestic supply quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","29","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","3.21","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","10","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","128","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5911","Export Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","139","S","Standardized data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","6","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","0.57","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","5511","Production","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","54","Denmark","5611","Import Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","54","Denmark","5911","Export Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","54","Denmark","5301","Domestic supply quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","54","Denmark","664","Food supply (kcal/capita/day)","2901","Grand Total","2018","2018","kcal/capita/day","3402","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2018","2018","g/capita/day","117.96","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","5511","Production","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","54","Denmark","5611","Import Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","54","Denmark","5911","Export Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","54","Denmark","5301","Domestic supply quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","54","Denmark","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","1293","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","80.14","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","156","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","54","Denmark","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","141","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","54","Denmark","5911","Export Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","142","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","54","Denmark","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","155","S","Standardized data"
"FBS","Food Balances (2010-)","54","Denmark","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","102","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","11.96","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","5511","Production","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","72","Djibouti","5611","Import Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","72","Djibouti","5911","Export Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","72","Djibouti","5301","Domestic supply quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","72","Djibouti","664","Food supply (kcal/capita/day)","2901","Grand Total","2018","2018","kcal/capita/day","2790","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2018","2018","g/capita/day","68.26","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","5511","Production","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","72","Djibouti","5611","Import Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","72","Djibouti","5911","Export Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","72","Djibouti","5301","Domestic supply quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","72","Djibouti","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","230","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","14.73","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","5511","Production","2734","Poultry Meat","2018","2018","","","",""
"FBS","Food Balances (2010-)","72","Djibouti","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","3","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","72","Djibouti","5911","Export Quantity","2734","Poultry Meat","2018","2018","","","",""
"FBS","Food Balances (2010-)","72","Djibouti","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","3","S","Standardized data"
"FBS","Food Balances (2010-)","72","Djibouti","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","11","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","1.14","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","5511","Production","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","55","Dominica","5611","Import Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","55","Dominica","5911","Export Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","55","Dominica","5301","Domestic supply quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","55","Dominica","664","Food supply (kcal/capita/day)","2901","Grand Total","2018","2018","kcal/capita/day","2922","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2018","2018","g/capita/day","78.58","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","5511","Production","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","55","Dominica","5611","Import Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","55","Dominica","5911","Export Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","55","Dominica","5301","Domestic supply quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","55","Dominica","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","640","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","43.76","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","55","Dominica","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","4","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","55","Dominica","5911","Export Quantity","2734","Poultry Meat","2018","2018","","","",""
"FBS","Food Balances (2010-)","55","Dominica","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","5","S","Standardized data"
"FBS","Food Balances (2010-)","55","Dominica","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","181","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","14","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","5511","Production","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","56","Dominican Republic","5611","Import Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","56","Dominican Republic","5911","Export Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","56","Dominican Republic","5301","Domestic supply quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","56","Dominican Republic","664","Food supply (kcal/capita/day)","2901","Grand Total","2018","2018","kcal/capita/day","2920","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2018","2018","g/capita/day","68.2","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","5511","Production","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","56","Dominican Republic","5611","Import Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","56","Dominican Republic","5911","Export Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","56","Dominican Republic","5301","Domestic supply quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","56","Dominican Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","486","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","33.63","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","349","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","56","Dominican Republic","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","29","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","56","Dominican Republic","5911","Export Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","6","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","56","Dominican Republic","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","372","S","Standardized data"
"FBS","Food Balances (2010-)","56","Dominican Republic","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","122","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","10.75","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","5511","Production","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","58","Ecuador","5611","Import Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","58","Ecuador","5911","Export Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","58","Ecuador","5301","Domestic supply quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","58","Ecuador","664","Food supply (kcal/capita/day)","2901","Grand Total","2018","2018","kcal/capita/day","2554","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2018","2018","g/capita/day","62.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","5511","Production","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","58","Ecuador","5611","Import Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","58","Ecuador","5911","Export Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","58","Ecuador","5301","Domestic supply quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","58","Ecuador","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","527","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","30.07","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","331","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","58","Ecuador","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","58","Ecuador","5911","Export Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","58","Ecuador","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","331","S","Standardized data"
"FBS","Food Balances (2010-)","58","Ecuador","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","83","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.17","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","5511","Production","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","59","Egypt","5611","Import Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","59","Egypt","5911","Export Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","59","Egypt","5301","Domestic supply quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","59","Egypt","664","Food supply (kcal/capita/day)","2901","Grand Total","2018","2018","kcal/capita/day","3298","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2018","2018","g/capita/day","97.16","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","5511","Production","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","59","Egypt","5611","Import Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","59","Egypt","5911","Export Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","59","Egypt","5301","Domestic supply quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","59","Egypt","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","298","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","26.13","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","1451","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","59","Egypt","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","46","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","59","Egypt","5911","Export Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","59","Egypt","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","1709","S","Standardized data"
"FBS","Food Balances (2010-)","59","Egypt","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","66","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","6.08","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","5511","Production","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","60","El Salvador","5611","Import Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","60","El Salvador","5911","Export Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","60","El Salvador","5301","Domestic supply quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","60","El Salvador","664","Food supply (kcal/capita/day)","2901","Grand Total","2018","2018","kcal/capita/day","2683","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2018","2018","g/capita/day","75.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","5511","Production","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","60","El Salvador","5611","Import Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","60","El Salvador","5911","Export Quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","60","El Salvador","5301","Domestic supply quantity","2941","Animal Products","2018","2018","","","",""
"FBS","Food Balances (2010-)","60","El Salvador","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","422","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","26.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","5511","Production","2734","Poultry Meat","2018","2018","1000 tonnes","144","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","60","El Salvador","5611","Import Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","20","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","60","El Salvador","5911","Export Quantity","2734","Poultry Meat","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","Food Balances (2010-)","60","El Salvador","5301","Domestic supply quantity","2734","Poultry Meat","2018","2018","1000 tonnes","161","S","Standardized data"
"FBS","Food Balances (2010-)","60","El Salvador","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2018","2018","kcal/capita/day","87","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2018","2018","g/capita/day","7.64","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","5511","Production","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","63","Estonia","5611","Import Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","63","Estonia","5911","Export Quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","63","Estonia","5301","Domestic supply quantity","2901","Grand Total","2018","2018","","","",""
"FBS","Food Balances (2010-)","63","Estonia","664","Food supply (kcal/capita/day)","2901","Grand Total","2018","2018","kcal/capita/day","3189","Fc","Calculated data"
